"Participant ID","R009"
"Gender","Male"
"Age","21"
"Date","13_4_2018"
"Total ExperimentTime","25.373233333333335"
"ColorIndex","5"
"PillNameCoding","1=Dalai Lama","2=Mother Teresa","3=Highschool Teacher","4=Radiology Technician","5=Orphan","6=Date Rape Victim","7=Serial Killer Ted Bundy"

"BlockNum","TrialNum","Total","Duration","Reverse","RightVent","FileIndex","earlyHelperNum","earlyHarmerNum","earlyHelpeeNum","lateHelperNum","lateHarmerNum","lateHelpeeNum","NumSaved","HelperSaved","HarmerSaved","HelpeeSaved","Choice","RT","CategorizeChoice","CatchCorrect","CatchNum","leftNum","leftPerson","rightNum","rightPerson","PillRT",
"9","1","5","5","1","1","1","1","1","1","1","1","1","2","0","1","1","1","3732","-1","-1","-1","-1","-1","-1","-1","-1"
"9","2","5","5","0","1","1","1","0","2","1","0","2","3","1","0","2","1","1993","-1","-1","-1","-1","-1","-1","-1","-1"
"9","3","5","5","0","1","1","1","1","1","1","1","2","3","1","1","1","1","1203","-1","-1","-1","-1","-1","-1","-1","-1"
"9","4","5","5","1","0","1","1","0","3","1","0","3","4","1","0","3","1","2418","-1","-1","-1","-1","-1","-1","-1","-1"
"9","5","5","5","0","0","1","0","0","3","1","1","2","2","0","0","2","1","2929","-1","-1","-1","-1","-1","-1","-1","-1"
"9","6","5","5","0","0","1","1","1","2","1","0","1","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"0","1","5","5","1","1","1","1","1","1","1","1","1","3","1","1","1","1","2969","-1","-1","-1","-1","-1","-1","-1","-1"
"0","2","5","5","1","0","1","1","1","2","1","0","1","2","1","1","0","1","2080","-1","-1","-1","-1","-1","-1","-1","-1"
"0","3","5","5","0","0","1","1","1","1","1","1","2","3","1","1","1","1","1554","-1","-1","-1","-1","-1","-1","-1","-1"
"0","4","5","5","1","0","1","1","0","3","1","0","3","4","1","0","3","1","2341","-1","-1","-1","-1","-1","-1","-1","-1"
"0","5","5","5","1","0","1","0","0","3","1","1","2","3","0","0","3","1","3700","-1","-1","-1","-1","-1","-1","-1","-1"
"0","6","5","5","0","1","1","1","0","2","1","0","2","3","1","0","2","1","3597","-1","-1","-1","-1","-1","-1","-1","-1"
"1","1","5","5","0","1","-1","1","1","1","1","1","2","3","1","1","1","1","1545","-1","-1","-1","-1","-1","-1","-1","-1"
"1","2","5","5","1","0","-1","1","0","2","1","0","2","1","0","0","1","1","4186","-1","-1","-1","-1","-1","-1","-1","-1"
"1","3","5","5","1","1","1","0","1","2","1","0","1","0","0","0","0","1","4880","-1","-1","-1","-1","-1","-1","-1","-1"
"1","4","5","5","1","0","-1","1","1","3","0","1","2","4","1","1","2","1","3668","-1","-1","-1","-1","-1","-1","-1","-1"
"1","5","5","5","0","0","-1","1","1","1","1","1","1","3","1","1","1","1","3065","-1","-1","-1","-1","-1","-1","-1","-1"
"1","6","5","5","0","0","2","0","0","1","1","0","0","1","1","0","0","1","3399","-1","-1","-1","-1","-1","-1","-1","-1"
"1","7","5","5","1","0","-1","0","1","2","0","1","2","3","0","1","2","1","2007","-1","-1","-1","-1","-1","-1","-1","-1"
"1","8","5","5","1","1","1","0","0","1","0","1","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"1","9","5","5","1","0","-1","1","1","2","1","1","2","4","1","1","2","1","1105","-1","-1","-1","-1","-1","-1","-1","-1"
"1","10","5","5","1","1","-1","1","0","3","0","0","3","4","1","0","3","1","3206","-1","-1","-1","-1","-1","-1","-1","-1"
"1","11","5","5","1","0","-1","1","1","2","1","0","1","3","1","1","1","1","2772","-1","-1","-1","-1","-1","-1","-1","-1"
"1","12","5","5","1","0","1","1","0","0","0","1","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"1","13","5","5","0","1","2","0","0","1","0","1","0","1","0","1","0","1","4575","-1","-1","-1","-1","-1","-1","-1","-1"
"1","14","5","5","0","0","2","0","1","2","1","0","1","2","0","0","2","1","1530","-1","-1","-1","-1","-1","-1","-1","-1"
"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","90","1","14","-1","-1","-1","-1","-1"
"1","15","5","5","0","0","2","0","1","3","1","0","1","0","0","0","0","1","4851","-1","-1","-1","-1","-1","-1","-1","-1"
"1","16","5","5","1","0","-1","1","1","2","1","1","1","3","1","1","1","1","2794","-1","-1","-1","-1","-1","-1","-1","-1"
"1","17","5","5","1","1","1","0","1","3","1","0","1","4","0","1","3","1","3873","-1","-1","-1","-1","-1","-1","-1","-1"
"1","18","5","5","0","1","2","1","0","0","0","1","0","1","1","0","0","1","3623","-1","-1","-1","-1","-1","-1","-1","-1"
"1","19","5","5","1","1","-1","1","0","3","1","0","3","4","1","0","3","1","2267","-1","-1","-1","-1","-1","-1","-1","-1"
"1","20","5","5","1","0","1","0","0","1","1","0","0","1","1","0","0","1","4476","-1","-1","-1","-1","-1","-1","-1","-1"
"2","1","5","5","1","0","1","1","0","0","0","1","0","1","1","0","0","1","2580","-1","-1","-1","-1","-1","-1","-1","-1"
"2","2","5","5","1","1","1","0","1","3","1","0","1","4","0","1","3","1","3891","-1","-1","-1","-1","-1","-1","-1","-1"
"2","3","5","5","0","1","-1","0","1","2","0","1","2","3","0","1","2","1","2705","-1","-1","-1","-1","-1","-1","-1","-1"
"2","4","5","5","0","1","2","0","1","3","1","0","1","4","0","1","3","1","892","-1","-1","-1","-1","-1","-1","-1","-1"
"2","5","5","5","0","1","-1","1","1","2","1","1","1","4","1","1","2","1","904","-1","-1","-1","-1","-1","-1","-1","-1"
"2","6","5","5","1","1","-1","1","0","2","1","0","2","3","1","0","2","1","3714","-1","-1","-1","-1","-1","-1","-1","-1"
"2","7","5","5","1","1","-1","1","0","3","1","0","3","4","1","0","3","1","2200","-1","-1","-1","-1","-1","-1","-1","-1"
"2","8","5","5","0","0","2","0","0","1","1","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1"
"2","9","5","5","0","0","-1","1","1","2","1","0","1","3","1","1","1","1","761","-1","-1","-1","-1","-1","-1","-1","-1"
"2","10","5","5","1","0","1","0","1","2","1","0","1","3","0","1","2","1","4274","-1","-1","-1","-1","-1","-1","-1","-1"
