"Participant ID","R010"
"Gender","Male"
"Age","20"
"Date","16_4_2018"
"Total ExperimentTime","22.1158"
"ColorIndex","2"
"PillNameCoding","1=Dalai Lama","2=Mother Teresa","3=Highschool Teacher","4=Radiology Technician","5=Orphan","6=Date Rape Victim","7=Serial Killer Ted Bundy"

"BlockNum","TrialNum","Total","Duration","Reverse","RightVent","FileIndex","earlyHelperNum","earlyHarmerNum","earlyHelpeeNum","lateHelperNum","lateHarmerNum","lateHelpeeNum","NumSaved","HelperSaved","HarmerSaved","HelpeeSaved","Choice","RT","CategorizeChoice","CatchCorrect","CatchNum","leftNum","leftPerson","rightNum","rightPerson","PillRT",
"9","1","5","5","0","1","1","1","1","1","1","1","2","3","1","1","1","1","1291","-1","-1","-1","-1","-1","-1","-1","-1"
"9","2","5","5","0","0","1","0","0","3","1","1","2","2","0","0","2","1","2843","-1","-1","-1","-1","-1","-1","-1","-1"
"9","3","5","5","1","1","1","1","1","1","1","1","1","3","1","1","1","1","3515","-1","-1","-1","-1","-1","-1","-1","-1"
"9","4","5","5","1","0","1","1","0","3","1","0","3","4","1","0","3","1","2540","-1","-1","-1","-1","-1","-1","-1","-1"
"9","5","5","5","0","0","1","1","1","2","1","0","1","0","0","0","0","1","5201","-1","-1","-1","-1","-1","-1","-1","-1"
"9","6","5","5","0","1","1","1","0","2","1","0","2","3","1","0","2","1","2177","-1","-1","-1","-1","-1","-1","-1","-1"
"0","1","5","5","0","1","1","0","0","3","1","1","2","2","0","0","2","1","2075","-1","-1","-1","-1","-1","-1","-1","-1"
"0","2","5","5","0","0","1","1","0","3","1","0","3","4","1","0","3","1","1710","-1","-1","-1","-1","-1","-1","-1","-1"
"0","3","5","5","0","0","1","1","1","1","1","1","2","3","1","1","1","1","1028","-1","-1","-1","-1","-1","-1","-1","-1"
"0","4","5","5","1","1","1","1","1","1","1","1","1","3","1","1","1","1","3015","-1","-1","-1","-1","-1","-1","-1","-1"
"0","5","5","5","1","0","1","1","1","2","1","0","1","2","1","1","0","1","1844","-1","-1","-1","-1","-1","-1","-1","-1"
"0","6","5","5","1","1","1","1","0","2","1","0","2","1","0","0","1","1","4431","-1","-1","-1","-1","-1","-1","-1","-1"
